sample_id,mode,n_rounds,shots,mid_measure,reset_after_measure,return_probs,control,target,error_rounds,occurrence_vector,error_types,error_wires,fault_schedule_json,dataset_type,stab_type,stab_index,syndrome_bits,detection_bits,final_bits,probabilities,raw_output_json,cnot_index
0,no_mid_measure_final_sample,4,1,False,False,False,15,6,,"0,0,0,0","X,Z","15,6",[],all_cnot_round_patterns,X,2,,,00000000,,"{""final_bits"": [[0, 0, 0, 0, 0, 0, 0, 0]]}",20
1,no_mid_measure_final_sample,4,1,False,False,False,15,6,0,"1,0,0,0","X,Z","15,6","[{""round"": 0, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,,,00010010,,"{""final_bits"": [[0, 0, 0, 1, 0, 0, 1, 0]]}",20
2,no_mid_measure_final_sample,4,1,False,False,False,15,6,1,"0,1,0,0","X,Z","15,6","[{""round"": 1, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,,,00000000,,"{""final_bits"": [[0, 0, 0, 0, 0, 0, 0, 0]]}",20
3,no_mid_measure_final_sample,4,1,False,False,False,15,6,2,"0,0,1,0","X,Z","15,6","[{""round"": 2, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,,,00010010,,"{""final_bits"": [[0, 0, 0, 1, 0, 0, 1, 0]]}",20
4,no_mid_measure_final_sample,4,1,False,False,False,15,6,3,"0,0,0,1","X,Z","15,6","[{""round"": 3, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,,,00000000,,"{""final_bits"": [[0, 0, 0, 0, 0, 0, 0, 0]]}",20
5,no_mid_measure_final_sample,4,1,False,False,False,15,6,"0,1","1,1,0,0","X,Z","15,6","[{""round"": 0, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}, {""round"": 1, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,,,00010010,,"{""final_bits"": [[0, 0, 0, 1, 0, 0, 1, 0]]}",20
6,no_mid_measure_final_sample,4,1,False,False,False,15,6,"0,2","1,0,1,0","X,Z","15,6","[{""round"": 0, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}, {""round"": 2, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,,,00000000,,"{""final_bits"": [[0, 0, 0, 0, 0, 0, 0, 0]]}",20
7,no_mid_measure_final_sample,4,1,False,False,False,15,6,"0,3","1,0,0,1","X,Z","15,6","[{""round"": 0, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}, {""round"": 3, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,,,00010010,,"{""final_bits"": [[0, 0, 0, 1, 0, 0, 1, 0]]}",20
8,no_mid_measure_final_sample,4,1,False,False,False,15,6,"1,2","0,1,1,0","X,Z","15,6","[{""round"": 1, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}, {""round"": 2, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,,,00010010,,"{""final_bits"": [[0, 0, 0, 1, 0, 0, 1, 0]]}",20
9,no_mid_measure_final_sample,4,1,False,False,False,15,6,"1,3","0,1,0,1","X,Z","15,6","[{""round"": 1, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}, {""round"": 3, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,,,00000000,,"{""final_bits"": [[0, 0, 0, 0, 0, 0, 0, 0]]}",20
10,no_mid_measure_final_sample,4,1,False,False,False,15,6,"2,3","0,0,1,1","X,Z","15,6","[{""round"": 2, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}, {""round"": 3, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,,,00010010,,"{""final_bits"": [[0, 0, 0, 1, 0, 0, 1, 0]]}",20
11,no_mid_measure_final_sample,4,1,False,False,False,15,6,"0,1,2","1,1,1,0","X,Z","15,6","[{""round"": 0, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}, {""round"": 1, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}, {""round"": 2, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,,,00000000,,"{""final_bits"": [[0, 0, 0, 0, 0, 0, 0, 0]]}",20
12,no_mid_measure_final_sample,4,1,False,False,False,15,6,"0,1,3","1,1,0,1","X,Z","15,6","[{""round"": 0, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}, {""round"": 1, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}, {""round"": 3, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,,,00010010,,"{""final_bits"": [[0, 0, 0, 1, 0, 0, 1, 0]]}",20
13,no_mid_measure_final_sample,4,1,False,False,False,15,6,"0,2,3","1,0,1,1","X,Z","15,6","[{""round"": 0, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}, {""round"": 2, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}, {""round"": 3, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,,,00000000,,"{""final_bits"": [[0, 0, 0, 0, 0, 0, 0, 0]]}",20
14,no_mid_measure_final_sample,4,1,False,False,False,15,6,"1,2,3","0,1,1,1","X,Z","15,6","[{""round"": 1, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}, {""round"": 2, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}, {""round"": 3, ""control"": 15, ""target"": 6, ""error_wires"": [15, 6], ""error_types"": [""X"", ""Z""]}]",all_cnot_round_patterns,X,2,,,00010010,,"{""final_bits"": [[0, 0, 0, 1, 0, 0, 1, 0]]}",20
